တိုင္း/ျပည္နယ္ (ျမန္မာ),ျမို့နယ္ (ျမန္မာ),အမ်ိုးအစား (ျမန္မာ),အမည္ (ျမန္မာ),လတၱီက်ု့,ေလာင္ဂ်ီက်ု့,ဖုန္းနံပါတ္,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ျဖဴးျမိဳ့,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ေမာ္ဒန္,18.46969,96.436652,09256208889,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,မုန္းျမိဳ့,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,စိုးမင္းဟိန္း,18.528984,96.622811,09458021386,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,လက္ပံတန္းျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဆန္းစတား,17.78395,95.748446,05332371,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,လက္ပံတန္းျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေက်ာ္ေက်ာ္,17.783206,95.749714,09978005199,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,အိုးသည္ကုန္းျမိဳ႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,၀မ္းစတား,18.04039,95.692385,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,အိုးသည္ကုန္းျမိဳ႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,နိုင္းနိုင္း,18.042925,95.694448,09423668058,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,အုတ္ဖိုျမိဳ႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဧရာ,18.135155,95.669059,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,နတ္သလင္းျမိဳ႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဇာနီ,18.429948,95.549813,09974321301,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,နတ္သလင္းျမိဳ႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေက်ာင္းဆရာ,18.429632,95.552539,09787996198,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ေညာင္ေလးပင္ျမိဳ႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာ္တိုကင္း,17.958516,96.719967,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ေညာင္ေလးပင္ျမိဳ႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေလလႈိင္း,17.9565687,96.7147772,09790172468,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ေရႊက်င္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေဆာင္းနွင္းအိမ္,17.929321,96.880675,09428013226,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,သံုးဆယ္ျမိဳ႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကိုညာသား,17.624339,95.786761,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ဖဒိုျမိဳ႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာင္သစၥာ,18.036884,96.556211,09250212510,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ဖဒိုျမိဳ႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အိုင္-တက္ခ္,18.037315,96.554117,09975220333,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ဖဒိုျမိဳ႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စံျပ,18.036991,96.55445,09790207625,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ပဲႏြယ္ကုန္းျမိဳ႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဘက္စ္ဘိုင္,18.224777,96.566132,09450043022,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,အုတ္တြင္းျမိဳ႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပန္းကမၻာ(၂),18.828131,96.409831,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ေပါင္းတလည္ျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေကာင္းျမတ္သူ,18.850426,95.384892,09791183587,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ေပါင္းတလည္ျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေကာင္းထြန္းလင္း,18.850815,95.384027,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ေပါင္းတည္ျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဒီေက,18.488696,95.506859,05338838,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ေပါင္းတည္ျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,၀င္းပပ,18.490312,95.508175,05338240,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ထန္းတပင္ျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေဆးဗားစတား,16.942163,96.024866,09763213022,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ဇီးကုန္းျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေကာင္းဟိန္း,18.338091,95.623435,05334379,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,သဲကုန္းျမိဳ႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စံခ်ိန္သစ္,18.648358,95.415384,09975508499,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ေပါင္းတည္ျမို႕,ဓာတ္အားခြဲရံု,၃၃/၁၁ ဓာတ္အားေပးရံု,18.485312,95.510772,05338014,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,မွတ္တိုင္ျမို႕,ဓာတ္အားခြဲရံု,အမ္အီးပီအီး မွတ္တိုင္,18.582291,95.530998,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ျပည္ျမိဳ့,ဓာတ္အားခြဲရံု,ဂရင္းစတား,18.824963,95.248448,092038284,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,သာယာကုန္း,ဓာတ္အားခြဲရံု,သာယာကုန္းဓာတ္အားေပးရံု,18.089197,96.641515,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ေရႊေတာင္ျမိဳ႕,ဓာတ္အားခြဲရံု,ေရႊေတာင္ဓာတ္အားေပးရံု,18.727817,95.228298,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ဒိုက္ဦးျမို႕,ဓာတ္အားခြဲရံု,ေအာင္စိုးမိုး ထရန့္စ္ဖာ,17.784284,96.659593,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ဒိုက္ဦးျမို႕,ဓာတ္အားခြဲရံု,သံတတား  ထရန့္စ္ဖာ,17.791014,96.663647,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ဒိုက္ဦးျမို႕,ဓာတ္အားခြဲရံု,ရံုးတတား  ထရန့္စ္ဖာ,17.784284,96.659593,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ဒိုက္ဦးျမို႕,ဓာတ္အားခြဲရံု,၇ ရပ္ကြက္  ထရန့္စ္ဖာ,17.799923,96.66595,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ဒိုက္ဦးျမို႕,ဓာတ္အားခြဲရံု,ဒရယ္မီးတာဆံု ထရန့္စ္ဖာ,17.805745,96.671373,09777747418,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ေတာင္ငူျမို႕,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,ေသာက္ေရခပ္(၂),18.911165,96.61612,01222422,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ေက်ာက္တံခါးျမိဳ႕,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,ရဲႏြယ္,18.08685,96.445965,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ေတာင္ငူျမို႕,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,ခေပါင္း,18.898143,96.222382,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ျဖဴးျမိဳ့,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,ျဖူးေခ်ာင္း,18.506146,96.353704,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ပဲခူးျမို႕,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,ေဇာင္းတူ,17.754641,96.200508,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ေရႊက်င္ျမို့,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,ေရႊက်င္,17.968286,96.933004,,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ဒိုက္ဦးျမို႕,ျမိဳ႕နယ္လ်ွပ္စစ္အင္ဂ်င္နီယာရံုး,ဒိုက္ဦးလွ်ပ္စစ္ရံုး,17.803775,96.673062,05240013,,,,,,
ပဲခူးတိုင္းေဒသၾကီး,ေပါင္းတည္ျမို႕,ျမိဳ႕နယ္လ်ွပ္စစ္အင္ဂ်င္နီယာရံုး,ေပါင္းတည္လွ်ပ္စစ္ရံုး,18.485627,95.511302,,,,,,,
မေကြးတိုင္းေဒသႀကီး,မေကြးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မေကြး,20.159552,94.92199,9694702392,,,,,,
မေကြးတိုင္းေဒသႀကီး,မေကြးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဇာမဏိ,20.193307,94.927488,9965145235,,,,,,
မေကြးတိုင္းေဒသႀကီး,မေကြးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,၀င္း,20.151945,94.93434,95343814,,,,,,
မေကြးတိုင္းေဒသႀကီး,မေကြးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာင္ဇာျခည္,20.144414,94.92589,,,,,,,
မေကြးတိုင္းေဒသႀကီး,မေကြးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,နီနီ,20.151681,94.921648,,,,,,,
မေကြးတိုင္းေဒသႀကီး,မေကြးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စြမ္း,20.144066,94.932921,9401552755,,,,,,
မေကြးတိုင္းေဒသႀကီး,မေကြးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စိန္ေရႊ,20.150815,94.927447,9898930098,,,,,,
မေကြးတိုင္းေဒသႀကီး,မေကြးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မ်ိုးသိန္း,20.147546,94.946013,9965343076,,,,,,
မေကြးတိုင္းေဒသႀကီး,မေကြးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေကာင္းျမတ္,20.150993,94.939835,6327467,,,,,,
မေကြးတိုင္းေဒသႀကီး,မေကြးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,နိုင္လင္းေမာင္,20.142347,94.937043,9401570262,,,,,,
မေကြးတိုင္းေဒသႀကီး,မေကြးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ထိုက္တန္,20.182931,94.872032,9401570262,,,,,,
မေကြးတိုင္းေဒသႀကီး,မေကြးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေဒၚလာ,20.150641,94.923381,,,,,,,
မေကြးတိုင္းေဒသႀကီး,မေကြးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ျမတ္ကို,20.151051,94.920381,943152497,,,,,,
မေကြးတိုင္းေဒသႀကီး,ေခ်ာက္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မင္းသူ,20.892922,94.815307,95042785,,,,,,
မေကြးတိုင္းေဒသႀကီး,ေခ်ာက္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ျဖိုးသုခ,20.895002,94.817005,95177288,,,,,,
မေကြးတိုင္းေဒသႀကီး,ေခ်ာက္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဟိန္းထက္ေအာင္,20.899458,94.817802,9400462772,,,,,,
မေကြးတိုင္းေဒသႀကီး,ေခ်ာက္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ခိုင္,20.893295,94.820917,943008346,,,,,,
မေကြးတိုင္းေဒသႀကီး,မင္းဘူးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေကအမ္ေက,20.181573,94.8751,9401636175,,,,,,
မေကြးတိုင္းေဒသႀကီး,မင္းဘူးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ထိုက္တန္,20.171373,94.870212,9977273110,,,,,,
မေကြးတိုင္းေဒသႀကီး,မင္းဘူးျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ထိုက္တန္,20.182341,94.871472,9976437843,,,,,,
မေကြးတိုင္းေဒသႀကီး,ပြင့္ျဖူျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ခ်မ္းျငိမ္း,20.365075,94.670793,9401572082,,,,,,
မေကြးတိုင္းေဒသႀကီး,ပခုကၠူျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဖူဂ်ီ,21.336598,95.078478,9772221050,,,,,,
မေကြးတိုင္းေဒသႀကီး,ပခုကၠူျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေတာ့ပ္,21.339871,95.08,9429325295,,,,,,
မေကြးတိုင္းေဒသႀကီး,ပခုကၠူျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊသီရိ,21.338703,95.088547,9250250756,,,,,,
မေကြးတိုင္းေဒသႀကီး,ပခုကၠူျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေဇာ္မင္း,21.337214,95.099744,92302139,,,,,,
မေကြးတိုင္းေဒသႀကီး,ပခုကၠူျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေဇာ္,21.335758,95.088895,,,,,,,
မေကြးတိုင္းေဒသႀကီး,ပခုကၠူျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊပိုင္,21.335276,95.078451,,,,,,,
မေကြးတိုင္းေဒသႀကီး,ပခုကၠူျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လႈိင္ဓန,21.335447,95.074351,9899981335,,,,,,
မေကြးတိုင္းေဒသႀကီး,ဆိပ္ျဖူျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,၀င္းမိုး,20.93751,94.788056,9783609969,,,,,,
မေကြးတိုင္းေဒသႀကီး,ျမိုင္ျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ရတနာ၀င္း,21.612988,94.853862,9790169699,,,,,,
မေကြးတိုင္းေဒသႀကီး,ျမိုင္ျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ႏွလံုးလွ,21.612765,94.854249,6240104,,,,,,
မေကြးတိုင္းေဒသႀကီး,ေပါက္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊမင္းသား,21.449245,94.47445,,,,,,,
မေကြးတိုင္းေဒသႀကီး,ဂန့္ေဂါျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လင္းေရာင္ရွင္း,22.1625544,94.129565,9442001028,,,,,,
မေကြးတိုင္းေဒသႀကီး,ေအာင္လံျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စိန္ေဒၚလာ,19.368837,95.212196,,,,,,,
မေကြးတိုင္းေဒသႀကီး,ေအာင္လံျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေဒၚလာ,19.375411,95.212112,,,,,,,
မေကြးတိုင္းေဒသႀကီး,ေအာင္လံျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,သီရိေဂဟာ,19.372878,95.211703,69200217,,,,,,
မေကြးတိုင္းေဒသႀကီး,ေအာင္လံျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဇိုင္နူေဇာ္လြင္,19.360279,95.21884,9256332786,,,,,,
မေကြးတိုင္းေဒသႀကီး,ေအာင္လံျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အိမ္ျဖူေတာ္,19.345461,95.217149,9260007311,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊသီဟ,21.972377,96.404366,09 790 160288,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပိေတာက္၀ါ,22.026411,96.465553,085 224 56,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေငြစႏၵာ,22.026479,96.465588,09 402 559 955,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အန္စတား,22.032576,96.470312,085 28366,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊလ၀င္း,22.028687,96.457472,09 964334882,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဆုလာဒ္,21.984707,96.430699,09 798618382,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာင္သရဖူ,21.894834,96.357801,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေငြဇင္ေယာ္,21.89368,96.35823,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လိုက္တ္,22.033831,96.492717,09 40252 2387,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ထြန္းေတာက္ႀကယ္,22.032197,96.474656,09 256 113 381,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,နက္ပြိဳင့္,22.038432,96.489816,09 961 178881,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စိုးကမာၻ,21.947242,96.397398,09 791 142354,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဘိုဘိုရိုင္,22.074165,96.507831,09 777 701948,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စည္းလံုးမႈ,22.0286,96.464442,09 204 4451,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ထူး,21.896052,96.35849,09 970 868734,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေက်ာ္,22.024795,96.46384,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,နွင္းဆီ,22.027638,96.464641,085 23 047,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရာင္ျပန္,22.026731,96.462829,09 785 232937,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,ဓာတ္အားခြဲရံု,ေဒးမိသားစု,22.025745,96.467045,09 42228 4118,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ေရာင္နီဦး,22.029952,96.495496,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပင္ဦးလြင္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းကုမၸဏီ,လူးစစ္,22.025089,96.488737,09 509 4247,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ပုသိမ္ႀကီးျမိဳ ့,ဓာတ္အားခြဲရံု,လ်ွပ္စစ္နွင့္၀န္ႀကီးဌာန,22.002025,96.163391,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ပုသိမ္ႀကီးျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စကိုင္း,21.99727,96.160293,09 44400 7448,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ပုသိမ္ႀကီးျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ရႈိင္း,21.989208,96.157333,09 696 933245,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ပုသိမ္ႀကီးျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဟိန္း,21.989193,96.159544,09 40004 3213,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ပုသိမ္ႀကီးျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပရိုအက္တစ္,21.991898,96.1582146,09 91023120,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ပုသိမ္ႀကီးျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ထိပ္တန္း,21.991172,96.158067,09 973 008228,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,ျမိဳ ့နယ္လ်ွပ္စစ္အင္ဂ်င္နီယာရံုး,လ်ွပ္စစ္ရံုး,21.919308,96.131622,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,ျမိဳ ့နယ္လ်ွပ္စစ္အင္ဂ်င္နီယာရံုး,ခ်မ္းေျမ့သာစည္လ်ွပ္စစ္ရံုး,21.928696,96.11617,09 431 01787,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းျပဳျပဳင္ေရး,ႀကည္္ခိုင္ထြန္း,21.936776,96.110197,09 44103 8155,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းျပဳျပဳင္ေရး,လမင္းသာ,21.936924,96.104536,09 259 607 205,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းျပဳျပဳင္ေရး,နီယြန္,21.934327,96.106246,09 978 501134,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဆိုလာ,21.933187,96.109247,09 42680 2461,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,သန္းထိုက္ေအာင္,21.900675,96.107935,09 261 337 559,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဖိလစ္,21.950493,96.111139,09 44231 1169,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ရွိုင္းမြန္း,21.941089,96.106264,09 790 130187,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လင္းထက္လ်ွပ္စစ္,21.944786,96.076779,09 42025 3253,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဂရင္းလ်ွပ္စစ္,21.941761,96.133738,09 765 406747,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ခိုင္ေရႊ၀ါ,21.934884,96.10917,09 263 120 005,,,,,,
