တိုင္း/ျပည္နယ္ (ျမန္မာ),ျမို့နယ္ (ျမန္မာ),အမ်ိုးအစား (ျမန္မာ),အမည္ (ျမန္မာ),လတၱီက်ု့,ေလာင္ဂ်ီက်ု့,ဖုန္းနံပါတ္,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မ်ိဳးသိန္း,21.942637,96.09311,02 200 0075,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာင္,21.933138,96.108859,02 82 082,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေတာ့လိုက္,21.927501,96.112191,09 44102 0038,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကုိခင္ေဇာ္,21.933121,96.109928,02 80 764,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ခင္ဦးကမၻာကုမၸဏီ,21.933142,96.10881,02 82 082,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လက္ခ်္မီး,21.931321,96.107913,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရာင္ျခည္သစ္,21.922068,96.123538,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ရႈိင္း,21.920878,96.12326,09 40365 5696,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေမာ္ဒန္,21.923404,96.12186,09 798 655330,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,နဂါး၂,21.938602,96.09758,09 767 677102,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,တကၠဳမုန,21.944125,96.076735,09 767 665368,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေကာင္းမင္း,21.943314,96.074799,09 431 00908,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မိုးျမင့္စံ,21.94366,96.084851,09 44870 0870,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,နီရြန္အလင္း,21.946049,96.085604,09 257 205 111,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စိမ္းနုေ၀,21.953376,96.085512,09 256 119 176,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စိုးစိုး,21.939281,96.098886,09 44420 6604,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကိုရဲ,21.928729,96.10794,09 259 023 764,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အေမ့အိမ္,21.9302,96.071665,09 40257 1255,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စကိုင္း,21.919761,96.130852,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မႏၱလာ,21.946319,96.085823,09 430 62951,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,နစ္ဘန္း,21.912929,96.110388,09 44259 9919,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊျမင့္မိုရ္,21.947749,96.123918,09 259 471 747,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပုတံုမိသားစု,21.946703,96.121283,09 977 345956,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအ ေက တီ,21.932676,96.133518,09 259 063 564,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လင္း,21.945195,96.07872,09 40251 0400,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေငြစိုးလင္း,21.979947,96.076831,09 974 418118,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကိုခင္ေဇာ္ဆုိင္ခြဲ၂,21.932765,96.123941,02 81 824,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေငြႀကယ္ျဖဴ,21.940393,96.107847,09 45829 7855,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အလင္းအိမ္,21.931496,96.110772,02 82 001,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စြမ္းအား,21.931321,96.110724,09 964 035034,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စူပါေတာ့,21.929292,96.110254,09 979 731186,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ႀကည္္ခိုင္ထြန္း,21.936776,96.110197,09 44103 8155,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မာလ္တီသန္းဦး,21.933189,96.109207,02 403 4753,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စကိုင္းမိုး,21.934456,96.105787,09 431 53000,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လိုင္းရြန္း,21.923614,96.094916,09 202 0355,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ျပည့္ရွင္,21.939211,96.103802,09 787 878805,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းျမသာစည္ျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မဂၤလာမႏၱေလး,21.94175,96.092618,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ခင္ေမာင္ညႊန့္ ထရိတ္ဒီး,21.982775,96.085899,02 406 8423,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ဓာတ္အားျဖန့္ျဖဴးေရး,၀ါခင္ကုန္း,21.969479,96.121401,02 77 330,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,၈၁လ်ွပ္စစ္,21.973774,96.089002,09 789 818181,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,လုပ္သား,21.983169,96.07918,09 431 56112,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ဇက္အီးပီ,21.97672,96.079271,09 910 53283,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ဒရင္း,21.978994,96.07984,09 40260 1385,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ဇက္အီးပီ,21.97672,96.079271,09 910 53283,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဇာနီ,21.959956,96.077006,02 68 133,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,တက္ကနိုလန္း,21.96232,96.085741,09 976 018386,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,တိုရွီဘာ,21.982855,96.084191,02 402 4760,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကိုနိုင္နိုင္နွင့္ညီမ်ား,21.979958,96.079066,02 64 424,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကာဓီယာလိုက္,21.982423,96.082852,02 36 242,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ထြန္းလင္းေအာင္,21.974889,96.088211, ,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဗီအက္စ္ေကအင္တာေနရွင္နယ္,21.974351,96.088145,09 45718 6031,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊလင္းေရာင္,21.977816,96.078963,02 64 381,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လင္းလင္းနိုင္,21.981563,96.07784,09 790 132841,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဖာဖယ္လာ,21.970893,96.086192,09 788 914814,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အီလက္ထရိုလက္,21.971074,96.086312,02 72 575,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဟိန္းဖ,21.971458,96.087011,09 976 980506,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,သိန္းညႊန့္,21.920727,96.089984,02 23 376,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အီးစီးတီးစကြဲ,21.969454,96.090283,09 910 13461,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မ်ိဳးသိန္းလ်ွပ္စစ္,21.978769,96.079086,02 406 7175,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မ်ိဳးသိန္း,21.97851,96.079075,02 403 5332,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဟက္ပီးေဆး,21.980231,96.079643,09 45597 7515,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အိုမီဂါ,21.979821,96.079085,09 534 0711,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဆားကစ္ေ၀ါလ်ွပ္စစ္,21.979551,96.079054,02 402 1839,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာင္တံခြန္,21.978457,96.079394,09 777 772757,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေမာင္ေမာင္မွန္ဆိုင္(လားရွိဳး),21.980064,96.07944,02 35 703,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကိုထြန္းထြန္းမေခ်ာစုအီလက္ထေရာနစ္,21.981728,96.079228,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပါ၀ါ,21.982579,96.078712,09 202 1915,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အိတ္ခ်္ဟာစံ,21.983245,96.07932,09 203 1784,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဗႏၵာပင္ကိုေလး,21.984128,96.079314,02 406 0463,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊ၀ါ၀င္း,21.982707,96.07835,09 44402 3558,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေခါင္းေဆာင္,21.98366,96.078751,09 40254 0745,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေမာင္ျမင့္ေအး,22,96.079237,02 32 321,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေငြႀကားတိုက္,21.983162,96.07905,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အာရွ,21.981945,96.078132,09 430 02119,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဂရိတ္ေ၀ါ,21.982673,96.077909,09 204 4322,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပနစိုးနစ္,21.967428,96.08612,02 60 488,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပနစိုးနစ္ျပခန္း,21.973625,96.087985,02 60 488,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,၈၁လ်ွပ္စစ္,21.973774,96.089002,09 789 818181,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မီဒီယာျပခန္း,21.974272,96.088267,09 45718 5967,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဟုမ္းအိတ္,21.974956,96.077031,02 406 8877,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေ၀ယံလ်ွပ္စစ္,21.976966,96.080454,09 951 829907,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,၀ွမ္သက္မႀကဴ,21.979127,96.0791,09 789 320023,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာင္ေအာင္,21.97916,96.079394,02 23 780,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စိန္ဘရားသား,21.97935,96.079025,09 40259 9319,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ခိုင္၀င္း,21.971055,96.082143,02 407 2535,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ယူနိုက္တက္လ်ွပ္စစ္,21.970058,96.080902,09 202 2083,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဗစ္ရွင္မက္ကုမၸဏီ,21.969262,96.081062,02 402 2860,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,က်င္းလံုျမန္မာ,21.968424,96.080444,02 35 001,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေဌးကမၻာ,21.983238,96.07978,02 406 6095,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စီးတီးလိုက္,21.983304,96.079328,02 403 4951,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,နဒီလြင္,21.98328,96.079218,02 406 9476,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပါ၀ဲ,21.972038,96.083544,09 797 389505,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စုလ်ွပ္စစ္,21.970866,96.06373,09 40269 2483,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မ်ိဳးလ်ွပ္စစ္,21.971506,96.066822,02 409 9876,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အိုင္အီး,21.970951,96.078061,09 975 160578,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အိန္ဂ်ယ္,21.970594,96.091076,09 44403 1620,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပိေတာက္၀ါ,21.983575,96.078862,09 201 6538,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စည္သူ,21.983634,96.079289,02 403 1378,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ႀကယ္စင္ျဖိဳး,21.972711,96.074559,09 960 880880,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,သိန္းသန္း,21.975726,96.06555,09 40188 8900,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊႏွင္းဆီ,21.976044,96.071547,09 792 050342,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,နီလာ,21.978526,96.063941,09 783 099820,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေကာင္းသန့္သာ,21.977111,96.066341,09 44463 8843,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပါ၀ါလိုက္,21.974222,96.077116,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာင္ႀကယ္စင္,21.972848,96.098125,02 22 323,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဖိုးတန္္လ်ွပ္စစ္,21.980385,96.081716,09 965 028615,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဂလုပ္,21.980161,96.081262,02 403 3650,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဒရင္း,21.978994,96.07984,09 40260 1385,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စမ္းလိုက္,21.970726,96.099941,09 256 248 580,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မစ္စုဘစ္ရွိ,21.955036,96.113512,09 42171 6037,,,,,,
