တိုင္း/ျပည္နယ္ (ျမန္မာ),ျမို့နယ္ (ျမန္မာ),အမ်ိုးအစား (ျမန္မာ),အမည္ (ျမန္မာ),လတၱီက်ု့,ေလာင္ဂ်ီက်ု့,ဖုန္းနံပါတ္,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ဆည္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စကား၀ါ,21.597246,96.130006,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ဆည္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လြင္လြင္,21.611782,96.134398,066 205 0066,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ပန္းေတာင္းျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လမင္းစိုးလ်ွပ္စစ္,20.849239,95.131882,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ပန္းေတာင္းျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ရြဲဒိုး,20.844373,95.127592,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ပန္းေတာင္းျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စီးလိုက္,20.84587,95.122917,061 50 128,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ဒဂံုျမို႕သစ္အေရွ့ပိုင္း,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ေနမင္းထြန္း,16.89311,96.236305,,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဟိတခ်ိ,16.788289,96.124095,012301267,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဂိုးလ္စတားဒိုင္းမြန္း,16.78297,96.128888,,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊပန္းခ်ီ,16.78838,96.124379,,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စႏၵီဆိုလာ,16.788491,96.124471,09 44341 4499,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,သူငယ္ခ်င္း,16.803645,96.130922,01505483,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ပနစိုးနစ္,16.785787,96.125255,,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ျမင့္သန္း,16.793448,96.12343,09966559228,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ယူနီဖိုင္း,16.791158,96.127629,09450450706,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဂလက္စီ,16.787385,96.128085,,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မီဒီယာ,16.775151,96.1448,012303014,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊဓူ၀ံ,16.791683,96.124226,01216703,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မစ္စတာအဲ,16.786117,96.128268,0973052628,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာ္တိုေမးရွဲန္,16.7919428,96.1234937,09425301536,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မဟာမိတ္,16.7846786,96.1284446,09775570253,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဖိလပ္,16.803599,96.133948,01510635,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဇက္အီးစီ,16.796201,96.126711,09974604255,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လွမဥၨူ,16.788149,96.124112,012314140,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာင္ရတနာ,16.788339,96.126874,,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ထူးေန,16.789229,96.126522,09786024153,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရာင္နီဦး,16.790697,96.126222,09789456103,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဆင္မင္း,16.792349,96.126736,,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စိုးစံ,16.791999,96.123484,012301108,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ဗဟန္း,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဆန္းသစ္(ဦးမင္းသူ),16.781928,96.130791,09420136547,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ျမင့္မိုလ္,16.777489,96.160256,01374589,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မာစတာ,16.772563,96.164082,09443045742,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စမိုင္းလ္,16.775718,96.162941,018392853,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,တီေအ,16.776584,96.161886,095091165,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေ၀ယံ,16.775456,96.161468,01250596,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အန္အက္စ္,16.776428,96.161508,01379147,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,F@X,16.774488,96.163013,09972433449,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအတီ,16.772949,96.161788,09422354563,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စမစ္,16.77888,96.164383,01245581,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ျမတ္နိုးသူ,16.778233,96.160588,01246424,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အက္ဆဲလဲ့န့္,16.776213,96.161939,,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ေဂ်ဘီအက္စ္,16.777487,96.159867,,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,၂၀၀ အီလက္ထေရာနစ္,16.775276,96.163224,01252275,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အီကြဲလ္,16.777861,96.159843,09963666680,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာ္တို,16.778047,96.163325,095178346,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊနဂါး,16.776492,96.161506,09254898112,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,via ျမန္မာ,16.7735471,96.1657198,09263726330,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပန္ဒါ,16.777777,96.160255,095008898,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အိုတီတီအို,16.7787317,96.1617155,09421163941,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ယာမဟာ,16.777771,96.159869,09450026507,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ယုဇန,16.776961,96.163285,018380970,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအေအ,16.774563,96.160846,01249592,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,တက္ကနိုလန္းဒ္,16.775986,96.161295,09254839225,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အမ္စီ,16.776201,96.161523,01256136,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ေက်ာက္တံတား,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မ်ိုး၀င္း,16.772342,96.164182,09965107191,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ဗိုလ္တစ္ေထာင္,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,၀င္းတားလု,16.774683,96.163203,01385504,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ဗိုလ္တစ္ေထာင္,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေ၀ယံ,16.771187,96.164464,01398571,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ဗိုလ္တစ္ေထာင္,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဇီတာဘိုက္ +,16.776341,96.170686,09967115831,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ဗိုလ္တစ္ေထာင္,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေဂ်ပီအဲလ္,16.773467,96.169617,09979522629,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ဗိုလ္တစ္ေထာင္,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,တီစီအဲလ္,16.773897,96.167872,018398931,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ဗိုလ္တစ္ေထာင္,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဒစ္ဂ်စ္တယ္,16.77399,96.165032,095186809,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ပုသိမ္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာင္,16.778364,94.732458,042 23442,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ပုသိမ္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေက်ာ္,16.778364,94.738081,09 5200387,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ပုသိမ္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာင္ေက်ာ္သိန္း,16.778364,94.731431,042 21268,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ပုသိမ္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,တီအီးတီပုသိမ္,16.778364,94.726941,09 400212018,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ေက်ာက္ဂုန္းျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လိုက္,16.778364,95.187286,09 422513919,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,လပၸတၱာျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ထြန္း,16.778364,94.760746,,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,မအူပင္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊလ၀န္း,16.778364,95.642083,,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,မအူပင္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကိုမ်ိဳးျမင့္,16.778364,95.655092,045 30920,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,မအူပင္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ျမတ္မဟာ,16.778364,95.652823,09 960808089,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ဓနုျဖဴျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေဇာ္ႀကီးေမာင္ေမာင္,16.778364,95.592823,,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ဟသၤာတျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေနသူရိန္,16.778364,95.460417,09 796931099,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ဟသၤာတျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဇြဲ,16.778364,95.459671,,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ဟသၤာတျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကိုမိုးေအာင္,16.778364,95.461065,09 422485359,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ဟသၤာတျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပစ္တိုင္းေထာင္,16.778364,96.462918,044 21428,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ျမန္ေအာင္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဇြဲ,16.778364,95.303297,09 792465877,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ေျမာင္းျမျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကိုစန္း၀င္းေဌးစည္သူ,16.778364,94.929753,09 777770082,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ဖ်ာပံုျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဂရန္း,16.778364,95.681252,09 252029655,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ရဲႀကီးျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,န၀ရတ္,16.778364,95.118576,046 52190,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ဇလြန္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ထြန္းမဟာ,16.778364,95.548481,09 799835496,,,,,,
ဧရာ၀တီတိုင္းေဒသႀကီး,ေညာင္ဒုန္းျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,သိန္းဦး,17.046021,95.637762,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ေနျပည္ေတာ္,ျမိဳ႕နယ္လ်ွပ္စစ္အင္ဂ်င္နီယာရံုး,လွ်ပ္စစ္နွင့္စြမ္းအင္၀န္ၾကီးဌာန,19.770493,96.133497,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ေနျပည္ေတာ္,ျမိဳ႕နယ္လ်ွပ္စစ္အင္ဂ်င္နီယာရံုး,အမွတ္(၂)လွ်ပ္စစ္နွင့္စြမ္းအင္၀န္ၾကီးဌာန,19.787382,96.095751,067410207,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ဥတၱရသီရိျမို႕,ျမိဳ႕နယ္လ်ွပ္စစ္အင္ဂ်င္နီယာရံုး,ဥတၱရသီရိၿမိဳ႕နယ္လ်ွပ္စစ္ရံုး,19.825714,96.158025,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,တပ္ကုန္းျမိဳ႕,ျမိဳ႕နယ္လ်ွပ္စစ္အင္ဂ်င္နီယာရံုး,တပ္ကုန္းျမိဳ႕နယ္လ်ွပ္စစ္ရံုး,20.134925,96.198461,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ဇဗၼဴသီရိျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊသရဖီ,19.7252349,96.1412743,09250106957,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ဇဗၼဴသီရိျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ခရစ္လိုက္,19.725407,96.097639,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ဇဗၼဴသီရိျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,သိန္းဧရာ,19.7260104,96.1441043,0931950925,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,လယ္ေ၀းျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လင္းလက္,19.638185,96.111069,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,လယ္ေ၀းျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာင္ဟိန္း,19.641821,96.113181,09971344588,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,သာ၀တၱိျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရာင္ျခည္ဦး,19.527759,96.247351,09797908623,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,သာ၀တၱိျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ရွင္းသန့္ေအာင္,19.532509,96.254104,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပ်ဥ္းမနားျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကိုဖိုးနီ-တိုင္းခ်စ္,19.739862,96.206684,06721080,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပ်ဥ္းမနားျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လျပည့္၀န္း(၁),19.73898,96.210793,06721111,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပ်ဥ္းမနားျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လျပည့္၀န္း(၂),19.7388877,96.2084365,06722957,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပ်ဥ္းမနားျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ျပည့္ျဖိဳး,19.73937,96.206808,06723305,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပ်ဥ္းမနားျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,သိဒၶိျပည့္,19.75313,96.203218,06725591,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပ်ဥ္းမနားျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေငြလမင္း,19.740566,96.204124,06721568,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပ်ဥ္းမနားျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေနတံခြန္,19.750853,96.198356,09402602307,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပ်ဥ္းမနားျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဦးတင္ေရြွ,19.753636,96.201062,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပ်ဥ္းမနားျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ျဖိဳးျဖိဳးၾကြယ္,19.739562,96.207349,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ေနျပည္ေတာ္,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လိုက္တင္းစပါယ္ရွယ္,19.7322538,96.1065336,067420644,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ေနျပည္ေတာ္,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဂႏၶမာ,19.7305564,96.106939,067421212,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ေနျပည္ေတာ္,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဒိုင္းမြန္း,19.738425,96.11868,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ေနျပည္ေတာ္,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကမၻာေက်ာ္,19.731747,96.107329,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ေနျပည္ေတာ္,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပြင့္သစ္စ,19.75114,96.086218,09973189963,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ေနျပည္ေတာ္,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ျဖိဳးျဖိဳးၾကြယ္,19.743689,96.120414,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ေနျပည္ေတာ္,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ယူနီဗာ့ဆဲလ္,19.741831,96.120115,09259271771,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပုဗၺသီရိျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေက်ာ္နန္းေတာ္,16.8218169,96.1458035,09420752832,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပုဗၺသီရိျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စိုးေမတၱာ,19.871006,96.192934,09448545622,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပုဗၺသီရိျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,တီတီအီး ဂလိုဗယ္လ္,19.865536,96.175213,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပုဗၺသီရိျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေက်ာ္စတား,19.871439,96.194775,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပုဗၺသီရိျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အလင္းေရာင္,19.877679,96.19534,0943048007,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပုဗၺသီရိျမို႕,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,၀လင္းဟန္,19.90955,96.205256,09420721751,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပ်ဥ္းမနားျမို႕,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ရဲနိုင္,19.749116,96.203448,09976638555,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပ်ဥ္းမနားျမို႕,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ညိမ္းဆက္ခိုင္,19.755811,96.204669,09420739660,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,လယ္ေ၀းျမို႕,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ဆန္းသစ္,19.639593,96.112472,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပုဗၺသီရိျမို႕,ဓာတ္အားခြဲရံု,ပုဗၺသီရိျမိဳ႕နယ္ဓာတ္အားခြဲရံု,19.863335,96.183919,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပုဗၺသီရိျမို႕,ဓာတ္အားခြဲရံု,မင္းမင္းစံ,19.88102,96.181029,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပ်ဥ္းမနားျမို႕,ဓာတ္အားခြဲရံု,ပ်ဥ္းမနားဓာတ္အားခြဲရံု,19.734674,96.233257,,,,,,,
ေနျပည္ေတာ္ျပည္ေထာင္စုနယ္ေျမ,ပ်ဥ္းမနားျမို႕,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,အထက္ေပါင္းေလာင္းဓာတ္အားေပးစက္ရံု,19.756673,96.59094,,,,,,,
